id,sigla,nombre_espanol,nombre_original,autores_originales,adaptacion_hispana,eje_codigo,eje_numero,eje_nombre,constructo,tema_principal,temas_secundarios,sinonimos_busqueda,tipo_instrumento_categoria,tipo_instrumento_detalle,funcion_clinica_categoria,poblacion,franjas_etarias,tiempo_administracion,formato_respuesta,acceso_categoria,regimen_licencia,protocolo_disponible,carpeta_relativa,archivo_ficha_tecnica,archivo_protocolo,resumen_clinico
aq_29,AQ,Cuestionario de Agresión,_The Aggression Questionnaire (AQ)_,"Drs. Arnold H. Buss y Mark Perry (1992), _University of Texas at Austin_, EE. UU.",Adaptación y baremación en población hispanohablante,Eje I,1,"Problemas, síntomas y riesgo",Agresividad e ira,"Agresividad, ira y violencia",,hostilidad; rabia; agresión física; conducta violenta,Autoinforme,Cuestionario de autoinforme estandarizado de 29 ítems con escala Likert de 5 puntos (1 a 5).,Evaluación pericial forense / Riesgo,Adolescentes y adultos,adolescentes; adultos,8 a 12 minutos en autoadministración guiada o lectura asistida.,Escala de respuesta estructurada psicométrica,abierto,Sí (Uso académico libre),SI,Eje I/AQ,AQ_ficha_tecnica.pdf,AQ_protocolo.pdf,Cuestionario de autoinforme · 29 ítems · Likert de 5 puntos · 4 dimensiones
staxi-2_30,STAXI-2,Inventario de Expresión de Ira Estado-Rasgo 2,State-Trait Anger Expression Inventory-2 (STAXI-2),Charles D. Spielberger (1999),"Juan José Miguel-Tobal, María Isabel Casado, Antonio Cano-Vindel y C. D. Spielberger (2001); Hogrefe TEA",Eje I,1,"Problemas, síntomas y riesgo",Agresividad e ira,"Agresividad, ira y violencia",,hostilidad; rabia; agresión física; conducta violenta,Autoinforme,Autoinforme estructurado de 49 ítems distribuidos en 3 partes independientes con escalas Likert de 4 puntos,Evaluación pericial forense / Riesgo,Adolescentes y adultos,adolescentes; adultos,10 a 15 minutos (49 ítems),Escala de respuesta estructurada psicométrica,comercial,No (Copyright PAR / TEA Ediciones),NO,Eje I/STAXI-2,STAXI-2_ficha_tecnica.pdf,,Cuestionario de autoinforme · 49 ítems · Likert de 4 puntos · 3 dimensiones
rpq_31,RPQ,Cuestionario de Agresión Reactiva-Proactiva,_Reactive-Proactive Aggression Questionnaire (RPQ)_,"Adrian Raine, Kenneth Dodge, Rolf Loeber, Lise Gatzke-Kopp, Don Lynam, et al. (2006).","Andreu, Peña y Ramírez (2009, AEPCP); Cima et al. (2013).",Eje I,1,"Problemas, síntomas y riesgo",Agresividad e ira,"Agresividad, ira y violencia",,hostilidad; rabia; agresión física; conducta violenta,Autoinforme,"Autoinforme de 23 reactivos politómicos de 3 opciones de frecuencia (0 = Nunca, 1 = A veces, 2 = A menudo).",Diagnóstico y severidad,"Niños, adolescentes y jóvenes adultos",niños; adolescentes; adultos,5 a 8 minutos.,Escala de respuesta estructurada psicométrica,abierto,Sí (Uso investigativo),SI,Eje I/RPQ,RPQ_ficha_tecnica.pdf,RPQ_protocolo.pdf,Cuestionario de autoinforme · 23 ítems · Likert de 3 puntos · 2 dimensiones
pcl-r_32,PCL-R,Escala de Calificación de Psicopatía Revisada,"Hare Psychopathy Checklist-Revised (PCL-R 2nd Edition; Hare, 1991, 2003).","Dr. Robert D. Hare, Ph.D. (University of British Columbia, Canadá).","Moltó, Poy y Torrubia (2000); Torrubia et al. (2005); TEA Ediciones (Madrid, España).",Eje III,3,"Personalidad, identidad y valores",Conducta antisocial,"Agresividad, ira y violencia",,hostilidad; rabia; agresión física; conducta violenta,Heteroaplicado / Entrevista clínica,Escala de juicio clínico/forense de 20 reactivos basada en entrevista semiestructurada y expediente.,Evaluación pericial forense / Riesgo,Adultos (contexto clínico y forense),adultos,90 a 120 minutos de entrevista clínica + revisión exhaustiva de antecedentes colaterales.,Escala de respuesta estructurada psicométrica,comercial,No (Multi-Health Systems / TEA Ediciones),NO,Eje III/PCL-R,PCL-R_ficha_tecnica.pdf,,Entrevista semiestructurada y · 20 ítems · Escala de 3 puntos · 2 dimensiones
srp-iv_33,SRP-IV,Escala de Autoinforme de Psicopatía - Versión IV,"Hare Self-Report Psychopathy Scale 4th Edition (SRP-4; Paulhus, Neumann & Hare, 2016).","Delroy L. Paulhus, Ph.D., Craig S. Neumann, Ph.D. y Robert D. Hare, Ph.D.",Gordts et al. (2017); Torrubia y Cuquerella (2018); España y Latinoamérica.,Eje III,3,"Personalidad, identidad y valores",Conducta antisocial,"Agresividad, ira y violencia",,hostilidad; rabia; agresión física; conducta violenta,Autoinforme,Autoinforme psicométrico de 64 ítems balanceados con escala Likert de 5 puntos (1 a 5).,Diagnóstico y severidad,Adultos (general y clínica no reclusa),adultos,15 a 20 minutos en administración individual o colectiva.,Escala de respuesta estructurada psicométrica,comercial,No (MHS),NO,Eje III/SRP-IV,SRP-IV_ficha_tecnica.pdf,,Cuestionario de autoinforme · 64 ítems · Likert de 5 puntos · 4 dimensiones
scid-5-pd_34,SCID-5-PD,SCID-5-PD (Trastorno de la Personalidad Antisocial),Structured Clinical Interview for DSM-5 Personality Disorders (SCID-5-PD),"Michael B. First, Janet B. W. Williams, Lorna Smith Benjamin y Robert L. Spitzer (2015, 2016)",Editorial Médica Panamericana / American Psychiatric Association Publishing (2016),Eje I,1,"Problemas, síntomas y riesgo",Conducta antisocial,"Agresividad, ira y violencia",,hostilidad; rabia; agresión física; conducta violenta,Heteroaplicado / Entrevista clínica,Entrevista semiestructurada heteroaplicada precedida opcionalmente por el cuestionario de cribado SCID-5-SPQ,Diagnóstico y severidad,Adultos,adultos,45 a 90 minutos (entrevista completa) o 15 a 30 min (tras cribado previo SCID-5-SPQ),Escala de respuesta estructurada psicométrica,comercial,No (Copyright APA),NO,Eje I/SCID-5-PD,SCID-5-PD_ficha_tecnica.pdf,,"Entrevista clínica estructurada · Evaluación de los 7 criterios A del DSM-5, más criterios B y C · Valoración clínica de criterios · 1 constructo"
cbcl_35,CBCL,Inventario de Comportamiento Infantil (Subescalas Externalizantes),"Inventario de Comportamiento Infantil para Padres (Child Behavior Checklist for Ages 6-18, CBCL/6-18)","Thomas M. Achenbach & Leslie A. Rescorla (University of Vermont, 1991, 2001)","Sargent, Achenbach et al. (2000); Unidad de Epidemiología Psiquiátrica Univ. Autónoma de Barcelona",Eje I,1,"Problemas, síntomas y riesgo",Conducta disruptiva,Impulsividad y conducta disruptiva,,impulsividad; conducta antisocial; conducta disruptiva; trastorno de déficit de atención e hiperactividad; TDAH; conducta agresiva; conducta inadecuada,Autoinforme,113 ítems de problemas de conducta (0 = No es verdad; 1 = A veces; 2 = Muy a menudo) más 20 ítems de competencia,Diagnóstico y severidad,Niños y adolescentes (1.5-5 años y 6-18 años),niños; adolescentes,15 a 20 minutos (autoadministrado por los progenitores),Escala de respuesta estructurada psicométrica,comercial,No (Achenbach System of Empirically Based Assessment - ASEBA),NO,Eje I/CBCL,CBCL_ficha_tecnica.pdf,,Cuestionario heteroaplicado · 35 ítems · Likert de 3 puntos · 2 dimensiones
sdq_36,SDQ,Cuestionario de Capacidades y Dificultades,_Strengths and Difficulties Questionnaire (SDQ)_,"Prof. Robert Goodman (1997, 2001), Institute of Psychiatry, King's College London.","Ortuño-Sierra et al. (2015, validación normativa nacional en Psicothema); Rodríguez-Hernández et al. (2012).",Eje I,1,"Problemas, síntomas y riesgo",Conducta disruptiva,Impulsividad y conducta disruptiva,,impulsividad; conducta antisocial; conducta disruptiva; trastorno de déficit de atención e hiperactividad; TDAH; conducta agresiva; conducta inadecuada,Autoinforme,"Cuestionario multi-informante (autoinforme, padres y profesores) de 25 reactivos politómicos de 3 anclajes (0, 1 y 2).",Diagnóstico y severidad,Niños y adolescentes (3-16 años),niños; adolescentes,5 a 8 minutos.,Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje I/SDQ,SDQ_ficha_tecnica.pdf,SDQ_protocolo.pdf,Cuestionario autoinforme y · 25 ítems · Likert de 3 puntos · 5 dimensiones · Informante adulto
dbd_37,DBD,Escala de Trastornos de Comportamiento Perturbador,_Disruptive Behavior Disorders Rating Scale (DBD)_,"William E. Pelham Jr., Elizabeth M. Gnagy, Kirsten E. Greenslade y Michael D. Fabiano (1992); Barkley (1997).","Farré-Riba y Narbona (1997, Revista de Neurología); Servera y Cardo (2007).",Eje I,1,"Problemas, síntomas y riesgo",Conducta disruptiva,Impulsividad y conducta disruptiva,,impulsividad; conducta antisocial; conducta disruptiva; trastorno de déficit de atención e hiperactividad; TDAH; conducta agresiva; conducta inadecuada,Autoinforme,Escala conductual de 45 reactivos politómicos de 4 opciones (0 = Nada a 3 = Mucho) alineada con criterios DSM.,Diagnóstico y severidad,Niños y adolescentes,niños; adolescentes,10 a 15 minutos por informante.,Escala de respuesta estructurada psicométrica,abierto,Sí (Dominio público),SI,Eje I/DBD,DBD_ficha_tecnica.pdf,DBD_protocolo.pdf,Cuestionario heteroaplicado · 45 ítems · Likert de 4 puntos · 3 constructos DSM · Informante adulto
assist_38,ASSIST,"Prueba de Detección de Consumo de Alcohol, Tabaco y Sustancias","_The Alcohol, Smoking and Substance Involvement Screening Test (ASSIST)_.","Grupo de Investigación Colaborativa de la OMS: Drs. Rachel Humeniuk, Robert Ali, Thomas F. Babor, Maristela G. Monteiro et al. (2002, 2010).",Adaptación y baremación en población hispanohablante,Eje I,1,"Problemas, síntomas y riesgo",Uso problemático de sustancias,Sustancias y alcoholismo,,consumo problemático; AUDIT; abuso de drogas; dependencia; adicción,Heteroaplicado / Entrevista clínica,Entrevista clínica estructurada o autoinforme guiado de 8 preguntas clave sobre 10 sustancias psicoactivas.,Cribado / Triaje rápido,Adultos,adultos,5 a 10 minutos (más breve si el consumo es exclusivo de una o dos sustancias).,Escala de respuesta estructurada psicométrica,abierto,"Sí (Dominio público, OMS)",SI,Eje I/ASSIST,ASSIST_ficha_tecnica.pdf,ASSIST_protocolo.pdf,Cuestionario · 8 ítems · Escala Likert sobre frecuencia de · Evalúa cada tipo de sustancia · Entrevista estructurada
audit_39,AUDIT,Prueba de Identificación de Trastornos Relacionados con el Alcohol,_The Alcohol Use Disorders Identification Test (AUDIT)_,"Drs. Thomas F. Babor, John C. Higgins-Biddle, John B. Saunders y Maristela G. Monteiro (1989, 2001) para la Organización Mundial de la Salud (OMS / WHO).",Adaptación y baremación en población hispanohablante,Eje I,1,"Problemas, síntomas y riesgo",Uso problemático de sustancias,Sustancias y alcoholismo,,consumo problemático; AUDIT; abuso de drogas; dependencia; adicción,Heteroaplicado / Entrevista clínica,Cuestionario estructurado de 10 ítems (puntuación 0 a 4) autoadministrado o aplicado en entrevista clínica.,Cribado / Triaje rápido,Adolescentes y adultos,adolescentes; adultos,3 a 5 minutos en formato autoinforme o cribado breve asistido.,Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje I/AUDIT,AUDIT_ficha_tecnica.pdf,AUDIT_protocolo.pdf,Cuestionario de autoinforme · 10 ítems · Escala Likert de · 3 dimensiones
dast-10_40,DAST-10,Prueba de Detección de Abuso de Drogas,Drug Abuse Screening Test - Versión Corta de 10 ítems (DAST-10),"Harvey A. Skinner (1982) - Addiction Research Foundation (Toronto, Canadá)",Bedregal et al. (2006) y Pérez-Gálvez et al. (2010),Eje I,1,"Problemas, síntomas y riesgo",Uso problemático de sustancias,Sustancias y alcoholismo,,consumo problemático; AUDIT; abuso de drogas; dependencia; adicción,Heteroaplicado / Entrevista clínica,Autoinforme o cuestionario heteroaplicado estructurado de cribado,Cribado / Triaje rápido,Adultos,adultos,3 a 5 minutos (10 preguntas dicotómicas),Dicotómico: Sí / No (referido a los últimos 12 meses),abierto,Sí,SI,Eje I/DAST-10,DAST-10_ficha_tecnica.pdf,DAST-10_protocolo.pdf,Cuestionario de autoinforme · 10 ítems · Dicotómica (Sí/No) · Unidimensional · Autoinforme/entrevista breve
iat_41,IAT,Test de Adicción a Internet,_Internet Addiction Test (IAT)_,Kimberly S. Young (1998; Center for Internet Addiction),"Fernández-Villa et al. (2015, validación en jóvenes españoles); Puerta-Cortés y Carbonell (2013); Gómez et al. (2017).",Eje I,1,"Problemas, síntomas y riesgo",Adicciones conductuales,Adicciones conductuales,,juego patológico; ludopatía; uso de internet; apuestas,Autoinforme,Autoinforme de 20 reactivos politómicos puntuados en escala Likert de 5 anclajes (1 a 5).,Diagnóstico y severidad,Adolescentes y adultos,adolescentes; adultos,5 a 8 minutos.,Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje I/IAT,IAT_ficha_tecnica.pdf,IAT_protocolo.pdf,Cuestionario de autoinforme · 20 ítems · Likert de 5 puntos · 6 dimensiones
sogs_42,SOGS,Prueba de Detección de Juego Patológico de South Oaks,_South Oaks Gambling Screen (SOGS)_,"Henry R. Lesieur y Sheila B. Blume (1987), South Oaks Hospital, Nueva York.","Echeburúa, Báez, Fernández-Montalvo y Páez (1994, validación de referencia); Becoña (1996); DGOJ (Ministerio de Consumo).",Eje I,1,"Problemas, síntomas y riesgo",Adicciones conductuales,Adicciones conductuales,,juego patológico; ludopatía; uso de internet; apuestas,Observacional / Registro conductual,Autoinforme/heteroinforme compuesto por preguntas de modalidad de juego e ítems puntuables (0 a 20 puntos).,Diagnóstico y severidad,Adultos,adultos,6 a 10 minutos.,Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje I/SOGS,SOGS_ficha_tecnica.pdf,SOGS_protocolo.pdf,Cuestionario de autoinforme · 20 ítems · Dicotómica (Sí/No) · Unidimensional · Autoinforme/entrevista breve
pdi-21_43,PDI-21,Inventario de Delirios de Peters,_Peters et al. Delusions Inventory - 21 Item Version (PDI-21)_,"Emmanuelle Peters, Stephen Joseph, Sam Day y Philippa Garety (2004), King's College London.","Fonseca-Pedrero et al. (2012, Universidad de La Rioja / CIBERSAM); López-Ilundain et al. (2006).",Eje I,1,"Problemas, síntomas y riesgo",Ideación delirante,Psicosis y experiencias delirantes,,esquizofrenia; síntomas positivos; delirio; alucinación,Autoinforme,"Autoinforme de 21 reactivos dicotómicos con subescalas condicionales de Angustia, Preocupación y Convicción.",Diagnóstico y severidad,Adultos,adultos,8 a 15 minutos.,Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje I/PDI-21,PDI-21_ficha_tecnica.pdf,PDI-21_protocolo.pdf,Cuestionario de autoinforme · 21 ítems · Likert de 5 puntos · 3 dimensiones
cape-42_44,CAPE-42,Evaluación Comunitaria de Experiencias Psíquicas,_Community Assessment of Psychic Experiences (CAPE)_.,"Drs. N. C. Stefanis, M. Hanssen, N. K. Smirnis, D. A. Avramopoulos, I. K. Evdokimidis, C. N. Stefanis, H. Verdoux y J. Van Os (2002), Universidades de Atenas, Burdeos y Maastricht.",Adaptación y baremación en población hispanohablante,Eje I,1,"Problemas, síntomas y riesgo",Experiencias perceptivas inusuales,Psicosis y experiencias delirantes,,esquizofrenia; síntomas positivos; delirio; alucinación,Autoinforme,Cuestionario de autoinforme clínico y comunitario con doble escala de valoración (Frecuencia y Distrés).,Diagnóstico y severidad,Adolescentes y adultos,adolescentes; adultos,10 a 15 minutos en autoaplicación guiada.,Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje I/CAPE-42,CAPE-42_ficha_tecnica.pdf,CAPE-42_protocolo.pdf,Cuestionario de autoinforme · 42 ítems · Escala Likert doble: evalúa · 3 dimensiones
panss_45,PANSS,Escala de los Síndromes Positivo y Negativo,Positive and Negative Syndrome Scale for Schizophrenia (PANSS),"Stanley R. Kay, Abraham Fiszbein y Lewis A. Opler (1987)",Víctor Peralta Martín y Manuel J. Cuesta (1994); Bobes et al. (2004),Eje I,1,"Problemas, síntomas y riesgo",Desorganización cognitiva y conductual,Psicosis y experiencias delirantes,,esquizofrenia; síntomas positivos; delirio; alucinación,Heteroaplicado / Entrevista clínica,Entrevista clínica estructurada heteroaplicada e informe observacional de informantes,Diagnóstico y severidad,Adultos,adultos,40 a 50 minutos (30 a 40 min entrevista semiestructurada SCI-PANSS + 10 min calificación),Escala Likert clínica de 7 puntos: 1 (Ausente) a 7 (Extremo / máxima gravedad),comercial,No (MHS),SI,Eje I/PANSS,PANSS_ficha_tecnica.pdf,PANSS_protocolo.pdf,Entrevista clínica estructurada · 30 ítems · Likert de 7 puntos · 3 dimensiones · Entrevista y observación clíni
c-ssrs_46,C-SSRS,Escala Columbia para Evaluar el Riesgo de Suicidio,_Columbia-Suicide Severity Rating Scale (C-SSRS)_,"Dra. Kelly Posner, David Brent, Cheryl King et al. (2008, 2011), Universidad de Columbia.",Al-Halabí et al. (2016); Blasco-Fontecilla et al. (2012). Validación oficial multicéntrica.,Eje I,1,"Problemas, síntomas y riesgo",Ideación y Conducta suicida,Suicidio y autolesión,,ideación suicida; riesgo de suicidio; NSSI; autolesiones,Heteroaplicado / Entrevista clínica,Entrevista semiestructurada o cribado clínico asistido con árbol de decisión jerárquico.,Cribado / Triaje rápido,Todas las edades,niños; adolescentes; adultos; mayores,2 a 5 minutos en versión cribado (_Screener_); 10 a 15 minutos en versión completa.,Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje I/C-SSRS,C-SSRS_ficha_tecnica.pdf,C-SSRS_protocolo.pdf,Entrevista estructurada clínica o · 10 ítems · Dicotómica (Sí/No) · 2 áreas primarias · Entrevista estructurada por pe
bss_47,BSS,Escala de Ideación Suicida de Beck,"Escala de Ideación Suicida de Beck (Beck Scale for Suicide Ideation, BSS)","Aaron T. Beck, Maria Kovacs & Arlene Weissman (Univ. of Pennsylvania, 1979; Beck & Steer, 1991)","Bobes García, García-Portilla, Bascarán, Sáiz et al. (2004, Banco de Instrumentos / CIBERSAM)",Eje I,1,"Problemas, síntomas y riesgo",Ideación y Conducta suicida,Suicidio y autolesión,,ideación suicida; riesgo de suicidio; NSSI; autolesiones,Autoinforme,21 ítems politómicos graduados de 0 a 2 puntos (19 ítems de ideación computable + 2 de intentos previos),Evaluación pericial forense / Riesgo,,adolescentes; adultos; mayores,5 a 10 minutos (mediante entrevista clínica semiestructurada o autoinforme supervisado),Escala de respuesta estructurada psicométrica,comercial,No (Pearson),SI,Eje I/BSS,BSS_ficha_tecnica.pdf,BSS_protocolo.pdf,21 ítems · Likert de 3 puntos · Unidimensional
isas_48,ISAS,Inventario de Declaraciones sobre Autolesiones,_Inventory of Statements About Self-injury (ISAS)_,"E. David Klonsky y Catherine R. Glenn (2009), Stony Brook University.","Pérez, García-Alandete, Cañabate y Marco (2020, UV); García-Nieto et al. (2013).",Eje I,1,"Problemas, síntomas y riesgo",Autolesiones no suicidas,Suicidio y autolesión,,ideación suicida; riesgo de suicidio; NSSI; autolesiones,Autoinforme,Autoinforme de dos secciones: Sección I (13 conductas + 7 ítems descriptivos); Sección II (39 ítems funcionales).,Diagnóstico y severidad,Adolescentes y adultos,adolescentes; adultos,10 a 15 minutos.,Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje I/ISAS,ISAS_ficha_tecnica.pdf,ISAS_protocolo.pdf,Autoinforme · Sección I: 7 preguntas sobre historia y características de la autolesión. Sección II: 39 afirmaciones sobre funciones · Escala de 3 puntos · Papel y lápiz o digital
